countryCode,countryName,undernourished,under5mortality,sanitation,electricity,lifeExpectancy,healthExpenditure,maternalMortality,LDC,undernourished2000,undernourished2001,undernourished2002,undernourished2003,undernourished2004,undernourished2005,undernourished2006,undernourished2007,undernourished2008,undernourished2009,undernourished2010,undernourished2011,undernourished2012,undernourished2013,undernourished2014,undernourished2015,undernourished2016,under5_1960,under5_1961,under5_1962,under5_1963,under5_1964,under5_1965,under5_1966,under5_1967,under5_1968,under5_1969,under5_1970,under5_1971,under5_1972,under5_1973,under5_1974,under5_1975,under5_1976,under5_1977,under5_1978,under5_1979,under5_1980,under5_1981,under5_1982,under5_1983,under5_1984,under5_1985,under5_1986,under5_1987,under5_1988,under5_1989,under5_1990,under5_1991,under5_1992,under5_1993,under5_1994,under5_1995,under5_1996,under5_1997,under5_1998,under5_1999,under5_2000,under5_2001,under5_2002,under5_2003,under5_2004,under5_2005,under5_2006,under5_2007,under5_2008,under5_2009,under5_2010,under5_2011,under5_2012,under5_2013,under5_2014,under5_2015,under5_2016,under5_2017,lifeExpectancy1960,lifeExpectancy1961,lifeExpectancy1962,lifeExpectancy1963,lifeExpectancy1964,lifeExpectancy1965,lifeExpectancy1966,lifeExpectancy1967,lifeExpectancy1968,lifeExpectancy1969,lifeExpectancy1970,lifeExpectancy1971,lifeExpectancy1972,lifeExpectancy1973,lifeExpectancy1974,lifeExpectancy1975,lifeExpectancy1976,lifeExpectancy1977,lifeExpectancy1978,lifeExpectancy1979,lifeExpectancy1980,lifeExpectancy1981,lifeExpectancy1982,lifeExpectancy1983,lifeExpectancy1984,lifeExpectancy1985,lifeExpectancy1986,lifeExpectancy1987,lifeExpectancy1988,lifeExpectancy1989,lifeExpectancy1990,lifeExpectancy1991,lifeExpectancy1992,lifeExpectancy1993,lifeExpectancy1994,lifeExpectancy1995,lifeExpectancy1996,lifeExpectancy1997,lifeExpectancy1998,lifeExpectancy1999,lifeExpectancy2000,lifeExpectancy2001,lifeExpectancy2002,lifeExpectancy2003,lifeExpectancy2004,lifeExpectancy2005,lifeExpectancy2006,lifeExpectancy2007,lifeExpectancy2008,lifeExpectancy2009,lifeExpectancy2010,lifeExpectancy2011,lifeExpectancy2012,lifeExpectancy2013,lifeExpectancy2014,lifeExpectancy2015,lifeExpectancy2016,sanitation2000,sanitation2001,sanitation2002,sanitation2003,sanitation2004,sanitation2005,sanitation2006,sanitation2007,sanitation2008,sanitation2009,sanitation2010,sanitation2011,sanitation2012,sanitation2013,sanitation2014,sanitation2015,electricity1990,electricity1991,electricity1992,electricity1993,electricity1994,electricity1995,electricity1996,electricity1997,electricity1998,electricity1999,electricity2000,electricity2001,electricity2002,electricity2003,electricity2004,electricity2005,electricity2006,electricity2007,electricity2008,electricity2009,electricity2010,electricity2011,electricity2012,electricity2013,electricity2014,electricity2015,electricity2016,healthExpenditure2000,healthExpenditure2001,healthExpenditure2002,healthExpenditure2003,healthExpenditure2004,healthExpenditure2005,healthExpenditure2006,healthExpenditure2007,healthExpenditure2008,healthExpenditure2009,healthExpenditure2010,healthExpenditure2011,healthExpenditure2012,healthExpenditure2013,healthExpenditure2014,healthExpenditure2015,maternal1990,maternal1991,maternal1992,maternal1993,maternal1994,maternal1995,maternal1996,maternal1997,maternal1998,maternal1999,maternal2000,maternal2001,maternal2002,maternal2003,maternal2004,maternal2005,maternal2006,maternal2007,maternal2008,maternal2009,maternal2010,maternal2011,maternal2012,maternal2013,maternal2014,maternal2015
GRD,Grenada,NA,16.7,NA,NA,73.659,460.2756196,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,27,26.5,25.9,25.2,24.4,23.4,22.3,21.2,20.2,19.2,18.4,17.8,17.2,16.7,16.2,15.7,15.3,14.9,14.6,14.4,14.1,14,13.9,14,14.1,14.3,14.6,15,15.4,15.9,16.3,16.6,16.7,60.068,60.503,60.924,61.331,61.725,62.107,62.477,62.835,63.181,63.517,63.843,64.158,64.462,64.755,65.038,65.312,65.577,65.833,66.081,66.322,66.557,66.787,67.012,67.233,67.449,67.66,67.864,68.06,68.247,68.427,68.6,68.765,68.925,69.083,69.241,69.402,69.57,69.748,69.934,70.131,70.337,70.551,70.77,70.991,71.213,71.438,71.667,71.903,72.142,72.383,72.618,72.84,73.044,73.227,73.388,73.531,73.659,94.23275561,94.23275561,92.2473667,91.88640302,90.52798836,89.16957371,87.81115905,86.4527444,85.09432974,83.73591509,82.37750043,81.01908578,79.66067112,78.30225647,78.30225647,78.30225647,81.56082916,82.03704834,82.51274872,82.98539734,83.45192719,83.90927887,84.35438538,84.78421021,85.04,85.58572388,85.95281982,86.30150604,86.6378479,86.96790314,87.29773712,87.63341522,87.98100281,88.34655762,90,89.14373016,89.57085419,88.8,90.46715546,90.93032837,91.39950562,91.87168884,92.34436798,261.0269369,273.9931264,304.4977691,301.3611903,299.4539115,355.9385571,394.3167361,416.2047138,455.8060803,445.8730707,451.5279631,452.1525189,439.29414,446.9133704,451.3233948,460.2756196,41,38,38,39,38,37,33,30,29,29,29,29,28,27,26,25,25,25,25,26,27,27,27,27,27,27
GRL,Greenland,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.41463415,63.95487805,63.4497561,63.07487805,63.19268293,63.3,63.46658537,63.83365854,64.24878049,64.65414634,64.58243902,64.66756098,65.06829268,65.03170732,65.19609756,65.58536585,65.90097561,65.64414634,65.76731707,65.79804878,66.15707317,66.40341463,66.96341463,67.60780488,68.16268293,68.43536585,68.80682927,69.22073171,69.51926829,69.98268293,70.21341463,70.46780488,70.85707317,71.06243902,71.29902439,71.8304878,NA,NA,NA,99.59725483,99.59725382,99.59725282,99.59725184,99.59725086,99.59724973,99.5807367,99.5544536,99.52800471,99.5013941,99.47462461,99.44757609,99.42019168,99.39258913,99.36479956,99.33684017,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTM,Guatemala,15.8,27.6,NA,NA,73.409,224.3802644,88,0,20.5,18.1,16.4,15.8,15.8,15.8,15.8,15.7,15.9,15.7,15.8,15.8,16.4,16.6,16.5,16.1,15.8,219.6,215,210.4,205.8,201.2,196.6,192,187.4,182.6,177.7,172.7,167.7,162.6,157.6,152.6,147.7,142.8,138,133.3,128.7,124,119.5,115,110.5,106.1,101.8,97.6,93.4,89.2,85.3,81.4,77.6,74,70.6,67.3,64.3,61.4,58.8,56.3,54,51.9,49.8,47.9,46.1,44.3,42.6,41.1,39.6,38.1,36.7,35.4,34.1,32.9,31.7,30.6,29.6,28.6,27.6,46.702,47.219,47.75,48.295,48.856,49.434,50.032,50.646,51.267,51.889,52.501,53.091,53.652,54.181,54.676,55.14,55.577,56,56.418,56.84,57.272,57.719,58.183,58.661,59.154,59.661,60.176,60.694,61.214,61.735,62.261,62.799,63.352,63.921,64.502,65.09,65.678,66.257,66.817,67.351,67.849,68.304,68.717,69.092,69.437,69.763,70.085,70.415,70.76,71.122,71.494,71.867,72.227,72.562,72.869,73.15,73.409,59.20646553,59.7740547,60.33727073,60.89679492,61.45360069,62.00727718,62.55808408,63.10594039,63.65045148,64.19186081,64.72978453,65.26386039,65.79462394,66.32113417,66.84420251,67.36292035,60.18920135,61.46566772,62.74162292,64.01451874,65.28129578,60.8,67.78425598,69.01432037,70.22603607,70.9,73.318205,73.73262024,78.667838,78.512204,77.12960052,78.26552582,83.730998,80.5791626,81.76748657,82.97683716,84.20420837,84.026414,86.70101166,87.96443176,85.494371,90.50629425,91.77922821,85.80756349,105.4066064,113.4949033,119.3580226,126.1865499,137.685321,156.3731774,167.0369165,182.3049308,174.4142383,181.1202232,196.7631381,206.6582941,214.7604148,228.8412157,224.3802644,205,198,191,184,178,173,170,171,175,179,178,170,157,146,139,120,120,118,117,115,109,103,105,99,93,88
GUM,Guam,NA,NA,NA,NA,79.575,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.97,61.481,61.986,62.482,62.968,63.443,63.907,64.361,64.805,65.239,65.662,66.074,66.473,66.86,67.235,67.599,67.951,68.292,68.624,68.947,69.262,69.567,69.864,70.151,70.431,70.701,70.96,71.209,71.45,71.687,71.925,72.167,72.42,72.685,72.967,73.267,73.589,73.93,74.283,74.646,75.01,75.369,75.715,76.047,76.362,76.663,76.956,77.249,77.543,77.84,78.134,78.419,78.689,78.938,79.168,79.379,79.575,88.73817244,88.8725552,89.00693795,89.14132071,89.27570346,89.41008622,89.54446898,89.67885173,89.81323449,89.94761724,90.082,90.21638276,90.35076551,90.35076551,90.35076551,90.35076551,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUY,Guyana,7.5,31.3,NA,NA,66.65,184.4525383,229,0,8.3,7.9,8.1,8.5,9,9.4,10,10.6,11.2,11.4,11.2,10.5,9.5,8.7,8.1,7.8,7.5,91.4,87.6,84.2,81.5,79.3,77.5,76.1,75,74.2,73.6,73.2,73,72.8,72.7,72.5,72.3,72.1,71.6,71.1,70.6,70,69.3,68.8,68.1,67.3,66.6,65.6,64.6,63.3,61.9,60.5,59,57.4,55.8,54.3,52.9,51.6,50.3,49.1,47.9,46.7,45.5,44.5,43.4,42.5,41.6,40.8,39.9,39.1,38.3,37.6,36.8,36,35.1,34.3,33.3,32.3,31.3,60.26,60.441,60.623,60.805,60.984,61.157,61.317,61.462,61.588,61.697,61.789,61.868,61.938,62.005,62.072,62.14,62.211,62.283,62.355,62.427,62.498,62.565,62.626,62.684,62.741,62.801,62.869,62.95,63.046,63.159,63.29,63.438,63.6,63.77,63.946,64.122,64.297,64.466,64.63,64.785,64.93,65.065,65.192,65.313,65.428,65.538,65.642,65.741,65.836,65.929,66.022,66.117,66.216,66.318,66.425,66.536,66.65,78.35908499,78.8708243,79.38331817,79.89666018,80.41199798,80.92932147,81.44826347,81.96879673,82.49057122,83.01354254,83.53744134,84.06201544,84.58719472,85.1127227,85.63836005,86.16405304,68.21060181,68.88869476,69.56626892,72.376631,70.90919495,71.56842041,72.21540833,72.84710693,73.46044159,74.05236816,74.62134552,75.17190552,75.71012115,76.2420578,76.77376556,77.5,73.38258786,78.4282074,79.01815796,77.6,80.25813293,80.90215302,81.55818939,82.22323608,86.9,83.56835175,84.24290466,41.45058204,42.62030194,46.74137719,51.08487215,52.81553879,58.87233645,77.57027808,93.91708918,107.2545665,124.9429076,140.5747592,169.0260702,183.0462031,196.4320057,207.2130599,184.4525383,171,170,171,173,190,205,216,219,214,213,210,211,208,208,220,232,226,217,200,176,241,239,239,236,233,229
HIC,High income,2.699887778,5.4,NA,NA,80.37014646,4874.899448,13,0,2.828985834,2.8440362,2.873420792,2.895903619,2.899921285,2.882461597,2.866086503,2.855933908,2.851064229,2.841890252,2.81745373,2.788469793,2.74846081,2.723009286,2.705202178,2.699840997,2.699887778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,12.8,12.2,11.6,11,10.5,10,9.6,9.2,8.9,8.6,8.3,8.1,7.8,7.6,7.4,7.2,7,6.8,6.7,6.5,6.3,6.1,6,5.8,5.7,5.6,5.4,68.37341789,68.7516258,68.73666434,68.94816199,69.34462735,69.45881905,69.72468092,69.95357102,69.906862,70.11323418,70.44240692,70.72435712,71.01890203,71.19379006,71.60252643,71.94937376,72.20951199,72.56079267,72.71957355,73.04318447,73.07587539,73.42962707,73.75517318,73.85973435,74.13853133,74.26264791,74.50745164,74.77463685,74.88982792,75.13551487,75.29893082,75.47413312,75.72388163,75.81016156,76.09351542,76.16274493,76.53182136,76.86102021,77.04355193,77.18852181,77.46608868,77.76426404,77.90197912,78.02954816,78.4369622,78.53161163,78.82927001,79.0599739,79.20467764,79.47623375,79.65212507,79.88972402,80.00705867,80.18633241,80.44247419,80.33203243,80.37014646,98.42650489,98.47508849,98.52664566,98.5811513,98.63532632,98.6900138,98.7723848,98.82310003,98.87515536,98.92588288,98.97569135,99.01841285,99.06041935,99.09946404,99.13930394,99.17391236,99.45072778,99.50173647,99.52291027,99.54647985,99.56939013,99.57740102,99.6278513,99.65329435,99.6836886,99.69289528,99.72568876,99.73077681,99.74677003,99.79378569,99.78495427,99.80238106,99.83608038,99.84083136,99.86159647,99.89131954,99.9027453,99.92730682,99.94733458,99.95029573,99.96881561,99.96881426,99.97673914,2361.965177,2446.910287,2631.523038,2991.230891,3291.133678,3476.186653,3652.115275,3960.128413,4242.307741,4312.317572,4461.529189,4793.235984,4812.565522,4884.326502,5021.072837,4874.899448,18,18,18,17,17,16,16,16,15,15,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13
HKG,"Hong Kong SAR, China",2.5,NA,NA,NA,84.22682927,NA,NA,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.96168293,67.5487561,68.10597561,68.62585366,69.10436585,69.54287805,69.94621951,70.32578049,70.69053659,71.04456098,71.3865122,71.45853659,71.45609756,72.1097561,72.61219512,73.36829268,72.8195122,73.3195122,73.57560976,73.67317073,74.67317073,75.32439024,75.42926829,75.27560976,76.02926829,76.43414634,76.68536585,76.88292683,77.08292683,77.02926829,77.3804878,77.88292683,77.67804878,78.03170732,78.52926829,78.68292683,79.62682927,80.12682927,80.13170732,80.38292683,80.87804878,81.42439024,81.42682927,81.37804878,81.82926829,81.62926829,82.37560976,82.32682927,82.37560976,82.77560976,82.97804878,83.42195122,83.4804878,83.83170732,83.9804878,84.27804878,84.22682927,96.95454545,96.95454545,96.95454545,96.95454545,96.9,96.84545455,96.79090909,96.73636364,96.68181818,96.62727273,96.57272727,96.51818182,96.46363636,96.40909091,96.35454545,96.3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HND,Honduras,15.3,18.2,NA,NA,73.575,176.6132471,129,0,19.6,18.5,17.8,17.5,17.3,17,16.3,15.7,15.3,15.2,15.2,15.2,15.3,15.4,15.6,15.5,15.3,208.8,202,195.3,188.7,182.4,176.2,170.1,164.1,158.2,152.3,146.7,141,135.4,129.9,124.7,119.4,114.3,109.3,104.4,99.6,95,90.5,86.1,82,78,74.2,70.6,67.2,64,61,58.2,55.5,53.1,50.8,48.6,46.6,44.6,42.7,59.2,39.2,37.4,35.7,34.1,32.5,31.1,29.6,28.3,27,25.9,24.7,23.7,22.7,21.9,21,20.3,19.6,18.9,18.2,46.274,46.953,47.625,48.285,48.926,49.548,50.151,50.742,51.33,51.921,52.523,53.14,53.779,54.44,55.125,55.834,56.567,57.318,58.08,58.851,59.632,60.428,61.236,62.051,62.859,63.643,64.382,65.063,65.679,66.23,66.725,67.18,67.616,68.047,68.476,68.898,69.301,69.672,70.001,70.288,70.537,70.756,70.957,71.15,71.341,71.532,71.724,71.911,72.093,72.27,72.446,72.624,72.805,72.99,73.181,73.376,73.575,61.90922475,63.17650834,64.461466,65.73373574,66.99094617,68.2324037,69.45853441,70.66911921,71.86347543,73.04143127,74.20320466,75.34901352,76.4790758,77.5934993,78.69253827,79.77644697,54.74451828,54.781937,58.913112,61.100156,64.733947,66.122022,61.68112,64.794754,66.859519,67.394103,67.61672211,68.81343079,63.141137,65.090464,67.113528,68.903309,71.266448,73.548187,76.396899,78.269685,80.984668,82.195298,83.607727,87.184881,88.653773,89.98171,87.57662964,68.94953567,67.57582942,71.01313759,79.06315791,82.57000986,95.78064438,108.5500822,124.8670535,143.1231045,154.1415242,159.0002704,162.0373726,183.7095573,175.8926983,172.544638,176.6132471,272,251,229,207,186,166,151,141,134,132,133,134,136,141,148,150,153,154,157,157,155,149,141,135,132,129
HPC,Heavily indebted poor countries (HIPC),25.36662149,70.88979283,NA,NA,62.08175389,50.58596346,482,0,35.37820807,34.44498604,33.49548364,32.41156906,31.25139348,30.0977269,29.13217353,28.29757709,27.49876985,26.6862318,25.95206642,25.34341331,24.98295327,24.78743049,24.73959385,25.04363854,25.36662149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.732129,178.9657285,176.1767414,173.5220292,172.0381473,168.0848898,163.7510761,160.4305826,156.9166847,151.772521,146.8017621,141.3683007,135.6476046,129.8357369,124.1264313,118.5798194,113.4105896,108.4895957,103.7440153,99.27941411,96.40336365,90.85073205,86.85445205,83.21177557,79.83873208,76.57666092,73.58451051,70.88979283,39.57459233,40.00932006,40.43649295,40.85474632,41.26437799,41.66738336,42.06728016,42.46748615,42.87056124,43.27674405,43.68662041,44.09967478,44.51287805,44.92155796,45.32300317,45.71180056,46.08300764,46.43614442,46.77260471,47.09463444,47.40733763,47.7163305,48.02423512,48.3298548,48.62831813,48.90624851,49.14626981,49.33745228,49.47734925,49.57840615,49.66327649,49.76094797,49.89242307,50.0638779,50.26672072,50.49639004,50.75502125,51.04797661,51.38118148,51.76209005,52.20119216,52.70974289,53.28937259,53.93436257,54.63329619,55.37054588,56.1291451,56.88855783,57.62981792,58.33812485,59.00159342,59.61458962,60.18332479,60.71321088,61.20479335,61.65997345,62.08175389,17.97069484,18.31894766,18.7242959,19.12930879,19.53552282,20.01250076,20.49115243,20.97156043,21.4556748,21.94052648,22.42651784,22.91398426,23.40313828,23.88704141,24.3716269,24.83543166,10.51412904,10.81989727,11.71657986,12.03780193,12.61980045,13.61698218,14.68007195,15.27028283,16.35826292,16.98570894,18.31082939,18.68118656,19.30788778,20.66878794,21.66329573,21.80433387,23.61147591,25.45487096,26.01405106,26.56192563,27.88910528,28.26713314,30.96688344,31.50056368,34.05491563,34.46068303,38.53141205,16.85418085,16.10929449,16.74646757,19.41661861,22.61298016,26.00220796,30.24224166,35.82342422,40.38784291,40.75193077,43.26875913,45.54576275,46.13130937,49.57194536,50.75326654,50.58596346,957,946,940,931,916,897,881,860,840,820,799,778,754,729,702,676,654,634,611,593,574,553,537,517,499,482
HRV,Croatia,2.5,4.6,NA,NA,78.02195122,852.0886433,8,0,10.4,7.8,5.8,4.4,3.5,2.9,2.5,2.5,2.5,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,22.2,20.8,19.5,18.2,17,15.8,14.7,13.7,12.8,12.1,11.4,10.9,10.4,10,9.6,9.3,8.9,8.6,8.3,8,7.7,7.4,7,6.7,6.4,6.2,5.9,5.7,5.5,5.3,5.2,5,4.9,4.8,4.7,4.6,64.60865854,65.0155122,65.4082439,65.78787805,66.15443902,66.51204878,66.86278049,67.20873171,67.54892683,67.88136585,68.2004878,68.50163415,68.77873171,69.0292439,69.25270732,70.00195122,70.45536585,70.74439024,70.53878049,70.42731707,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122,97.14465307,97.14742173,97.16849167,97.18983121,97.21144139,97.23330307,97.25543743,97.27782527,97.30046757,97.32338557,97.3465397,97.3699715,97.3936413,97.41755,97.44171887,97.46612845,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,370.4832437,387.5926634,386.4923436,512.1650417,634.4984048,726.5004998,815.8902924,1041.565539,1258.984561,1187.353516,1125.413697,1131.137781,1029.424253,988.8485766,1005.589691,852.0886433,10,12,11,11,12,12,14,12,12,11,11,10,11,11,11,11,11,11,11,10,10,10,9,9,9,8
HTI,Haiti,45.8,71.7,NA,NA,63.33,53.57394448,359,1,54.9,56,56.9,57.6,57.6,57.1,55.9,54.5,52.5,50.8,49.5,49.5,49.6,49.6,48.8,47.5,45.8,284.2,279.7,275.7,271.4,267.3,263.1,258.8,254.2,249.7,245,240.2,235.2,230.2,225.1,219.8,214.5,209.2,204,198.8,193.7,188.8,184.1,179.4,174.6,170.1,165.5,161.2,157,152.9,148.9,144.8,140.7,136.7,132.5,128.3,124.1,119.9,115.7,111.6,107.7,104,100.6,97.6,94.8,92.4,90.3,88.4,86.6,85,83.5,210.9,80.6,79.3,77.9,76.5,75,73.4,71.7,42.113,42.697,43.277,43.849,44.412,44.955,45.472,45.955,46.405,46.823,47.215,47.592,47.965,48.341,48.723,49.107,49.485,49.849,50.196,50.527,50.852,51.182,51.527,51.892,52.279,52.68,53.088,53.492,53.881,54.253,54.609,54.954,55.296,55.639,55.981,56.316,56.635,56.933,57.209,57.467,57.716,57.969,58.239,58.535,58.86,59.219,59.61,60.023,60.448,60.876,61.296,61.699,62.078,62.432,62.757,63.055,63.33,16.73730616,17.77734203,18.81509826,19.84909701,20.87914523,21.89495132,22.89709771,23.8846511,24.85691124,25.81372108,26.75495326,27.68051013,28.59047756,29.48480988,30.36378889,30.54379074,28.00139809,28.4739666,28.94602776,29.41502762,29.87791061,31.3,30.77308464,31.1992569,31.60707664,31.99348068,33.7,31.542382,33.03467178,31.6,33.68727493,34.01931,33.9,34.72515488,35.10958099,35.51503754,35.93851852,36.37701416,37.9,37.28705597,37.75259018,38.22112656,38.69016647,29.61171986,26.64746829,21.79095919,18.16031501,23.48988972,24.70739644,28.52183567,42.38186027,50.55632226,57.3187032,68.53236416,78.37832202,76.68530846,58.19069094,58.95661459,53.57394448,625,594,572,559,551,544,540,529,518,516,505,492,482,479,472,459,452,442,424,408,389,369,372,370,367,359
HUN,Hungary,2.5,4.5,NA,NA,75.56829268,893.6544568,17,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,53.6,51.3,49.6,47.8,46,44.4,43.2,42.1,40.9,39.8,38.9,38.3,38.1,38.2,37.8,35.9,32.5,29.1,26.7,25.2,23.9,22.6,21.8,21.8,22.1,21.8,20.8,19.5,18.5,17.8,17.3,16.6,15.7,14.5,13.4,12.5,11.9,11.5,11.1,10.7,10.1,9.5,8.9,8.4,7.9,7.5,7.2,6.9,6.5,6.2,6,5.9,5.7,5.6,5.4,5.1,4.8,4.5,68.00317073,68.93609756,67.86585366,68.87414634,69.38097561,69.07121951,69.82243902,69.40707317,69.2302439,69.31463415,69.16463415,69.05243902,69.66463415,69.51804878,69.24804878,69.29,69.57317073,69.84804878,69.39390244,69.61536585,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,75.56829268,98.04372898,98.04295496,98.03960632,98.03628212,98.03296607,98.02923449,98.02508739,98.02097287,98.0168828,98.01284162,98.00882488,98.00484073,98.00089731,97.99703537,97.99324676,97.98953148,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,313.1085687,359.6969785,473.1282137,682.8658875,798.4536531,895.2033323,893.2029287,1003.257927,1117.202461,943.6874973,983.1107045,1063.432072,961.1384024,990.6309174,1007.025824,893.6544568,24,23,23,24,21,20,18,17,16,16,15,14,14,14,13,14,14,16,15,16,15,16,16,16,16,17
