"countryCode","countryName","undernourished","under5mortality","sanitationUrban","sanitationRural","lifeExpectancy","healthExpenditure","maternalMortality","LDC","undernourished2000","undernourished2001","undernourished2002","undernourished2003","undernourished2004","undernourished2005","undernourished2006","undernourished2007","undernourished2008","undernourished2009","undernourished2010","undernourished2011","undernourished2012","undernourished2013","undernourished2014","undernourished2015","undernourished2016","under5_1960","under5_1961","under5_1962","under5_1963","under5_1964","under5_1965","under5_1966","under5_1967","under5_1968","under5_1969","under5_1970","under5_1971","under5_1972","under5_1973","under5_1974","under5_1975","under5_1976","under5_1977","under5_1978","under5_1979","under5_1980","under5_1981","under5_1982","under5_1983","under5_1984","under5_1985","under5_1986","under5_1987","under5_1988","under5_1989","under5_1990","under5_1991","under5_1992","under5_1993","under5_1994","under5_1995","under5_1996","under5_1997","under5_1998","under5_1999","under5_2000","under5_2001","under5_2002","under5_2003","under5_2004","under5_2005","under5_2006","under5_2007","under5_2008","under5_2009","under5_2010","under5_2011","under5_2012","under5_2013","under5_2014","under5_2015","under5_2016","under5_2017","sanitationUrban2000","sanitationUrban2001","sanitationUrban2002","sanitationUrban2003","sanitationUrban2004","sanitationUrban2005","sanitationUrban2006","sanitationUrban2007","sanitationUrban2008","sanitationUrban2009","sanitationUrban2010","sanitationUrban2011","sanitationUrban2012","sanitationUrban2013","sanitationUrban2014","sanitationUrban2015","sanitationRural2000","sanitationRural2001","sanitationRural2002","sanitationRural2003","sanitationRural2004","sanitationRural2005","sanitationRural2006","sanitationRural2007","sanitationRural2008","sanitationRural2009","sanitationRural2010","sanitationRural2011","sanitationRural2012","sanitationRural2013","sanitationRural2014","sanitationRural2015","lifeExpectancy1960","lifeExpectancy1961","lifeExpectancy1962","lifeExpectancy1963","lifeExpectancy1964","lifeExpectancy1965","lifeExpectancy1966","lifeExpectancy1967","lifeExpectancy1968","lifeExpectancy1969","lifeExpectancy1970","lifeExpectancy1971","lifeExpectancy1972","lifeExpectancy1973","lifeExpectancy1974","lifeExpectancy1975","lifeExpectancy1976","lifeExpectancy1977","lifeExpectancy1978","lifeExpectancy1979","lifeExpectancy1980","lifeExpectancy1981","lifeExpectancy1982","lifeExpectancy1983","lifeExpectancy1984","lifeExpectancy1985","lifeExpectancy1986","lifeExpectancy1987","lifeExpectancy1988","lifeExpectancy1989","lifeExpectancy1990","lifeExpectancy1991","lifeExpectancy1992","lifeExpectancy1993","lifeExpectancy1994","lifeExpectancy1995","lifeExpectancy1996","lifeExpectancy1997","lifeExpectancy1998","lifeExpectancy1999","lifeExpectancy2000","lifeExpectancy2001","lifeExpectancy2002","lifeExpectancy2003","lifeExpectancy2004","lifeExpectancy2005","lifeExpectancy2006","lifeExpectancy2007","lifeExpectancy2008","lifeExpectancy2009","lifeExpectancy2010","lifeExpectancy2011","lifeExpectancy2012","lifeExpectancy2013","lifeExpectancy2014","lifeExpectancy2015","lifeExpectancy2016","healthExpenditure2000","healthExpenditure2001","healthExpenditure2002","healthExpenditure2003","healthExpenditure2004","healthExpenditure2005","healthExpenditure2006","healthExpenditure2007","healthExpenditure2008","healthExpenditure2009","healthExpenditure2010","healthExpenditure2011","healthExpenditure2012","healthExpenditure2013","healthExpenditure2014","healthExpenditure2015","maternal1990","maternal1991","maternal1992","maternal1993","maternal1994","maternal1995","maternal1996","maternal1997","maternal1998","maternal1999","maternal2000","maternal2001","maternal2002","maternal2003","maternal2004","maternal2005","maternal2006","maternal2007","maternal2008","maternal2009","maternal2010","maternal2011","maternal2012","maternal2013","maternal2014","maternal2015"
"LBY","Libya",NA,12.4,NA,NA,71.934,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.6,261.6,244.3,227.8,212.5,197.8,184,170.7,158.5,146.8,135.9,125.8,116.9,108.8,101.5,94.9,88.9,83.6,78.9,74.6,70.7,67.1,63.8,60.6,57.5,54.6,51.8,49.1,46.5,44,41.8,39.7,37.7,36,34.5,33.1,31.9,30.8,29.8,28.9,28.1,27.3,26.4,25.5,24.4,23.1,21.7,20.2,18.8,17.6,16.6,17.6,15,14.4,13.8,13.3,12.8,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.609,44.211,45.833,47.415,48.914,50.303,51.581,52.778,53.921,55.011,56.052,57.046,57.995,58.902,59.77,60.6,61.393,62.15,62.869,63.548,64.185,64.771,65.306,65.793,66.235,66.644,67.034,67.413,67.789,68.16,68.522,68.864,69.172,69.439,69.664,69.85,70,70.127,70.241,70.352,70.473,70.616,70.783,70.97,71.17,71.362,71.521,71.629,71.681,71.679,71.643,71.598,71.574,71.592,71.659,71.776,71.934,244.7727934,254.0350855,181.1029732,189.8436998,201.9602587,212.2737453,234.9673675,275.6831191,321.4465266,355.6595715,400.5117737,312.5911035,NA,NA,NA,NA,39,35,32,29,27,25,23,21,20,18,17,16,14,13,12,11,10,9,9,9,9,9,9,9,9,9
"LCA","St. Lucia",NA,16.6,86.28577045,91.95761589,75.496,481.6262863,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.6,69.5,62.9,56.7,51.1,46.1,41.8,38.2,35.4,33.1,31.2,29.7,28.5,27.5,26.5,25.7,24.8,24.1,23.4,22.8,22.3,21.9,21.4,20.9,20.4,19.9,19.4,19,18.6,18.3,18.1,18,18,18.1,18.2,18.3,18.4,18.5,18.5,18.5,18.4,18.3,18.1,17.9,17.6,17.3,17,16.6,75.33249362,75.33249362,75.33249362,75.33249362,76.32824606,77.3239985,78.31975094,79.31550338,80.31125582,81.30700826,82.3027607,83.29851313,84.29426557,85.29001801,86.28577045,86.28577045,80.00387456,80.00387456,80.00387456,80.00387456,81.2196754,82.43547624,83.65127708,84.86707792,86.08287876,87.2986796,88.51448044,89.73028128,90.94608212,91.95761589,91.95761589,91.95761589,57.329,58.13,58.872,59.531,60.104,60.602,61.052,61.494,61.962,62.468,63.017,63.604,64.21,64.818,65.422,66.02,66.615,67.207,67.791,68.354,68.88,69.348,69.747,70.074,70.329,70.521,70.668,70.789,70.9,71.008,71.108,71.187,71.235,71.248,71.235,71.209,71.186,71.184,71.221,71.307,71.456,71.676,71.958,72.287,72.652,73.028,73.393,73.728,74.02,74.265,74.465,74.633,74.788,74.947,75.117,75.3,75.496,245.8988007,249.6015238,257.8816086,276.7449058,301.569244,318.9181993,346.2968422,412.3576362,424.7669339,425.0320476,476.5082038,505.9143212,516.196376,544.7315423,454.2952395,481.6262863,45,42,40,39,40,43,46,49,51,52,54,58,62,68,68,67,59,61,58,56,54,52,50,49,49,48
"LCN","Latin America & Caribbean",6.209944839,17.7,90.05905078,67.82449899,75.54005062,636.4960603,67,0,11.90708706,11.30544321,10.76743872,10.26610677,9.707249789,8.996924335,8.309534851,7.681754483,7.282448322,7.061459319,6.878631719,6.708670291,6.576927613,6.44978507,6.347933726,6.262035167,6.209944839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8,52.5,50.1,47.7,45.4,43.1,40.9,38.8,37.1,35,33,31.3,29.7,28.2,26.9,25.7,24.6,23.5,22.6,21.8,24.4,20.3,19.7,19.2,18.7,18.3,18.3,17.7,84.24635044,84.62956685,85.01108208,85.39462623,85.78698183,86.18142464,86.57635615,86.97180946,87.36839499,87.76420311,88.15755502,88.55094238,88.94431756,89.33449116,89.70497067,90.05905078,46.70233744,48.08832787,49.47759364,50.8953543,52.29863044,53.70565438,55.11756639,56.53409702,57.94768367,59.36344561,60.7828099,62.20891141,63.64017152,65.08127254,66.47901381,67.82449899,56.05441359,56.53648872,57.00071496,57.44797224,57.87937346,58.30026438,58.71644497,59.13211812,59.5515541,59.97552208,60.4019912,60.82791826,61.24655441,61.65419486,62.04956046,62.43322583,62.80894238,63.18051428,63.55179732,63.9238859,64.29607225,64.66626168,65.03272725,65.39068511,65.74382838,66.09077192,66.43212307,66.76993871,67.10556471,67.44270129,67.78619141,68.14063907,68.50820531,68.88598667,69.27438338,69.66797879,70.0615833,70.44945947,70.82391057,71.18293268,71.52983148,71.85017086,72.15562113,72.44327869,72.71782303,72.98253734,73.24038745,73.49142208,73.73473199,73.98045754,74.22200287,74.45905564,74.68841917,74.91105226,75.12719402,75.33548436,75.54005062,257.7578121,251.6195008,224.4475735,237.8235153,269.6976795,323.6822355,378.5969358,449.1730916,515.2460112,512.784707,609.8230382,677.9836282,673.0288466,694.4814331,707.5474203,636.4960603,135,131,127,124,120,117,115,114,114,107,99,95,92,90,90,88,87,85,84,85,81,78,75,72,69,67
"LDC","Least developed countries: UN classification",23.41625484,66.32622332,45.82445437,26.05270791,64.44519781,44.79464946,436,0,34.65936084,33.26787306,32.16257866,30.91465825,29.72343792,28.50416052,27.47854596,26.56328804,25.7210157,24.9320729,24.31724907,23.79026027,23.51766858,23.26033118,23.14075097,23.24786726,23.41625484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.298392,171.968618,168.6326723,165.4402826,163.1340855,158.9805623,154.5547802,150.9397846,147.0050775,142.1896665,137.3159764,132.1251434,126.7277944,121.2708365,115.9271966,110.7224552,105.8285855,101.1488266,97.39537628,92.39142084,89.50909597,84.44382081,80.75028162,77.40400343,74.33359383,71.4193764,68.73337765,66.32622332,38.90090542,39.28511345,39.73825935,40.17285205,40.610973,41.11506848,41.60891396,42.10288148,42.5775459,43.05647677,43.53721402,43.84100856,44.3432438,44.84068923,45.33964873,45.82445437,17.05882257,17.63314442,18.24586027,18.87745815,19.49914572,20.15481715,20.8010393,21.42864172,22.06455348,22.69448089,23.32039901,23.66711637,24.27685044,24.88004751,25.4777066,26.05270791,40.23572619,40.71061479,41.19477215,41.68689847,42.18101295,42.6567529,43.08927055,43.46246653,43.76958585,44.01624058,44.22331383,44.42240674,44.64626942,44.91952698,45.25624455,45.66321316,46.13717828,46.6533266,47.18097586,47.69493805,48.1799895,48.63371838,49.06704289,49.48625792,49.89146207,50.27415711,50.62326562,50.9357455,51.21410932,51.46932632,51.7209722,51.99311007,52.30035106,52.64582267,53.02266916,53.42446677,53.8482384,54.29148543,54.75195723,55.23003045,55.72941304,56.25710213,56.81776281,57.41028774,58.02919321,58.66648649,59.31391369,59.95961927,60.59195705,61.20192894,61.77919814,62.31687056,62.81598745,63.27765038,63.70171696,64.08958665,64.44519781,11.93521484,11.89237299,12.84135323,14.87499614,17.58173107,19.80360234,23.2056613,27.59443317,32.12820883,32.97834995,34.63170375,37.61768739,38.06636746,41.49154804,45.33828109,44.79464946,903,889,879,867,851,832,814,794,774,753,732,711,688,664,639,614,593,575,553,536,519,501,485,468,451,436
"LIC","Low income",28.16203961,69.1,43.59716536,22.49562081,62.93547351,37.23332301,479,0,36.66500888,35.88331234,34.95669907,33.86684486,32.6937982,31.59765751,30.73010788,29.96878912,29.23393755,28.42447308,27.71024051,27.13189183,26.87354936,26.95770328,27.23818632,27.7737623,28.16203961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.5,176.6,173.8,171.2,169.9,165.7,161.1,157.6,153.6,148.4,143.2,137.6,131.9,126.1,120.5,115,110,105.2,100.5,96.1,93.5,87.9,84,80.6,77.4,74.4,71.6,69.1,37.38145708,37.61528478,42.60442628,42.72656312,42.86828996,43.02073545,43.20066261,43.40510459,43.5740488,43.71779622,43.81815114,43.54957756,43.52984287,43.50345421,43.50338389,43.59716536,15.39363481,15.73409738,17.51805377,17.92792277,18.34274811,18.76814005,19.20400246,19.63400246,20.07971067,20.50639552,20.91007574,21.00455205,21.4048011,21.79106813,22.17617501,22.49562081,39.51486008,39.92904863,40.34534414,40.7721476,41.21549146,41.67748117,42.15584235,42.64232142,43.12993628,43.613863,44.09186876,44.5638151,45.030379,45.48919086,45.93796919,46.37201043,46.78733597,47.18408343,47.5653831,47.93524114,48.29973595,48.66438769,49.03056814,49.39548481,49.75267731,50.08803131,50.38419313,50.6295867,50.8200265,50.96555069,51.08463424,51.20153914,51.3365266,51.49692625,51.67740057,51.88014412,52.11617862,52.39674529,52.72966611,53.1204937,53.5737272,54.09220406,54.67038092,55.2997826,55.97061071,56.66934431,57.38254081,58.09364421,58.78452958,59.43990124,60.05002598,60.61280243,61.13701181,61.6298427,62.09304317,62.52786541,62.93547351,14.5043046,13.89310319,14.67331078,16.6016054,18.90586481,20.8543848,23.6339282,27.35011062,31.15241542,31.80847236,35.11871555,35.41933348,36.08697311,36.44311381,39.48073326,37.23332301,954,942,933,923,908,889,873,854,835,816,796,776,753,727,701,674,652,632,608,589,570,549,532,512,495,479
"LIE","Liechtenstein",NA,NA,NA,NA,82.65609756,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.65609756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LKA","Sri Lanka",10.9,8.8,89.49924988,95.2650426,75.284,117.8673949,30,0,18.6,18.5,18.9,18.9,18.6,18.2,17.4,16.5,15.4,14.5,13.8,13.1,12.3,11.6,11,10.8,10.9,97.1,93.2,89.6,86.3,83.2,80.5,78.1,76,74.3,72.9,71.7,70.6,69.5,68.1,66.6,64.7,62.4,59.7,56.8,53.6,50.1,46.4,42.5,38.3,34.2,30.3,26.9,24.2,22.5,21.6,21.3,21.3,21.3,21.1,20.6,20,19.3,18.6,17.9,17.1,16.5,16,15.6,15.2,29.2,14.3,13.5,12.8,12.3,11.9,11.6,11.2,10.8,10.4,10,9.5,9.1,8.8,89.02437118,89.05602976,89.08768834,89.11934692,89.1510055,89.18266408,89.21432266,89.24598124,89.27763982,89.3092984,89.34095698,89.37261556,89.40427414,89.43593272,89.4675913,89.49924988,84.55361018,85.32671292,86.09981566,86.8729184,87.64602115,88.41912389,89.19222663,89.96532937,90.73843211,91.51153485,92.2846376,93.05774034,93.83084308,94.60394582,95.24260536,95.2650426,59.369,59.769,60.177,60.611,61.078,61.579,62.104,62.631,63.144,63.634,64.097,64.528,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.058,69.079,69.086,69.121,69.209,69.351,69.511,69.628,69.66,69.593,69.452,69.31,69.267,69.399,69.744,70.296,71.002,71.775,72.511,73.128,73.593,73.896,74.059,74.144,74.207,74.27,74.352,74.462,74.593,74.741,74.906,75.088,75.284,35.97570468,33.86191197,35.27444705,35.93556236,41.86389813,47.25634695,53.59468118,59.43868076,72.42592243,77.50253497,83.44040315,94.72251841,87.30595932,100.3929517,109.8278267,117.8673949,75,73,72,68,69,70,68,67,60,58,57,47,45,46,44,43,42,39,38,36,35,33,32,32,31,30
"LMC","Lower middle income",13.83552556,48.5,68.4099041,42.99330693,67.8822079,81.70691157,257,0,19.1459207,19.47053757,20.05837945,20.29977925,20.21619351,19.54413359,18.47763924,17.44327563,16.61565937,16.06276528,15.63241382,15.27671188,15.0671171,14.64595703,14.19644406,13.90434226,13.83552556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.6,118.9,116.4,114,111.6,109.1,106.6,103.9,101,98,94.8,91.6,88.3,85.1,82.5,78.8,75.8,72.9,70.3,67.1,64.3,61.7,59.2,56.8,54.6,52.4,50.4,48.5,60.96703055,61.43036578,61.88394832,62.34949894,62.82049973,63.31539605,63.81571398,64.31297144,64.81390388,65.32093649,65.83745882,66.35575729,66.86854822,67.38373616,67.89709112,68.4099041,23.73001429,25.00464732,26.28636533,27.5687559,28.85080709,30.14128641,31.43080593,32.70507694,33.9774898,35.25386384,36.54050313,37.8308743,39.12305689,40.41835091,41.71068779,42.99330693,45.48037438,46.081579,46.67734427,47.2681434,47.85187824,48.41979056,48.96172028,49.47131307,49.94715504,50.39443323,50.82651339,51.26141572,51.71441159,52.19484939,52.70327271,53.23615046,53.78339103,54.32854935,54.85490714,55.35198883,55.81214223,56.24457824,56.63642625,57.00718155,57.36183529,57.70413058,58.04009734,58.38919207,58.72168689,59.06562099,59.40874578,59.7256442,60.08222917,60.41331394,60.73792172,61.05700973,61.38278705,61.71577637,62.04842852,62.36693815,62.6708877,62.9961993,63.31776383,63.64871557,63.98977445,64.33645362,64.69842174,65.06688441,65.43379077,65.81241656,66.18079432,66.52262186,66.8371695,67.13139696,67.39960514,67.6473864,67.8822079,21.67934874,22.58744433,23.2755833,26.74352485,30.04283295,35.08464381,40.63517354,48.54448659,54.20721172,54.00120202,63.87452116,70.26646527,74.16962704,80.44416751,80.80830076,81.70691157,545,531,517,505,494,483,472,461,449,435,421,407,391,374,359,343,327,317,303,300,291,280,273,267,262,257
"LMY","Low & middle income",12.39600519,42.772961,77.68238521,46.89126033,70.36682416,233.5078593,238,0,17.66264043,17.6610866,17.76780056,17.73047911,17.47970313,16.94080039,16.2052461,15.44547226,14.8030512,14.26621148,13.79693776,13.40967678,13.14918165,12.81628542,12.51783319,12.38731983,12.39600519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.474445,101.2508152,100.1193837,98.93013532,97.86275826,96.22765488,94.34187112,92.41271809,90.24571021,87.66736475,84.90910671,81.95800721,78.90456271,75.83357639,73.05710011,69.78377082,66.88656244,64.047886,61.46246226,58.64158992,56.42286665,53.73917202,51.51474063,49.45202235,47.57337455,45.82274307,44.23226648,42.772961,72.01546146,72.35714478,72.77693333,73.13415257,73.49791533,73.87350059,74.34808608,74.72995514,75.10500731,75.48489985,75.86658274,76.20211249,76.57796604,76.95432744,77.32624133,77.68238521,34.69540456,35.3001808,36.1992143,37.0039113,37.80961247,38.62314189,39.53769083,40.34422733,41.15974257,41.981361,42.80653281,43.54071314,44.38337,45.22968342,46.06653234,46.89126033,47.09403846,47.61884768,48.22532962,48.9406679,49.77040461,50.68164978,51.62782011,52.55999623,53.43891521,54.23492494,54.96493054,55.61727818,56.20577171,56.77972098,57.33527827,57.84169001,58.34260914,58.81494554,59.25882068,59.65557459,60.03548744,60.39714437,60.74773469,61.0602421,61.34817744,61.66667836,62.01100165,62.29194526,62.55353716,62.79527754,63.02498118,63.24568544,63.41262307,63.57033336,63.7849441,64.03102706,64.32335319,64.63913054,64.93469186,65.20666496,65.50778778,65.8227193,66.13249968,66.45400987,66.79199433,67.11646985,67.47560283,67.82433317,68.15363349,68.49758643,68.80871894,69.12368023,69.40627913,69.67719117,69.91867498,70.14911818,70.36682416,55.97645552,56.83476588,59.23722653,66.3096346,76.68177559,90.05523417,104.8235337,126.6786421,151.7959748,155.2423306,178.5911655,205.4481316,217.7354657,232.0117519,240.0459127,233.5078593,428,423,420,417,414,410,406,401,395,387,378,368,357,344,331,319,306,297,285,280,272,262,256,249,243,238
"LSO","Lesotho",12.8,85.9,45.74121871,43.05836511,54.174,90.85011948,487,1,13.6,13,12.6,12.3,11.9,11.7,11.7,12,12.3,12.5,12.7,13.1,13.3,13.3,13.1,12.9,12.8,189,188.1,187.9,188.2,188.4,188.4,187.8,186.2,183.9,180.9,177.2,173.3,169.2,164.7,159.7,154.4,148.5,142.4,136,129.6,123.4,117.7,112.3,107.3,103,99.2,96,93.3,91.3,89.7,88.8,88.6,89.3,91,93.6,97.1,101.1,105.3,109.6,113.5,116.9,119.6,121.7,123.3,124,123.8,122.7,119.3,117.1,110,99.2,98.4,97.4,95.8,94.7,93.8,88.9,85.9,18.53498654,20.34873535,22.16248416,23.97623297,25.78998178,27.6037306,29.41747941,31.23122822,33.04497703,34.85872584,36.67247465,38.48622346,40.29997228,42.11372109,43.9274699,45.74121871,4.469614551,7.042197921,9.614781291,12.18736466,14.75994803,17.3325314,19.90511477,22.47769814,25.05028151,27.62286488,30.19544825,32.76803162,35.34061499,37.91319836,40.48578174,43.05836511,46.602,47.089,47.501,47.829,48.08,48.264,48.401,48.522,48.656,48.822,49.037,49.309,49.634,50.006,50.426,50.896,51.418,51.985,52.582,53.196,53.807,54.396,54.949,55.462,55.931,56.395,56.905,57.48,58.098,58.708,59.206,59.464,59.394,58.944,58.112,56.902,55.351,53.584,51.75,49.971,48.405,47.195,46.394,46.021,46.078,46.521,47.266,48.171,49.112,50.014,50.826,51.53,52.158,52.738,53.268,53.745,54.174,28.54430168,28.20800176,23.83827213,35.66432994,44.32208444,44.19095309,51.72047224,68.2398431,72.1477566,82.77605893,79.71178656,102.6065074,102.5276555,98.43654719,103.0381047,90.85011948,629,586,552,527,522,525,538,560,586,615,649,679,704,722,737,746,725,707,668,635,587,555,549,532,513,487
"LTE","Late-demographic dividend",7.618079829,11.06264089,88.93701045,67.22048034,75.71565922,468.7315985,34,0,14.28033103,13.9457721,13.51999072,13.18395466,12.79698336,12.44937357,12.03685971,11.47340046,10.93492301,10.37625096,9.822902647,9.325633075,8.836330299,8.348712589,7.935591903,7.706835236,7.618079829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3426753,49.399528,48.24624418,46.76874219,45.1532367,43.32664966,41.48302846,39.56879585,37.58182314,35.54085586,33.40879273,31.19982165,28.98515935,26.87121294,24.99742808,22.99212776,21.33102772,19.83960722,18.60588882,17.40719322,16.41809659,15.45048384,14.56345326,13.74743721,13.00267165,12.3194924,11.75964805,11.06264089,82.71246487,83.06687552,83.41667354,83.78277508,84.16152595,84.55255286,85.04633655,85.45851694,85.87611699,86.30193003,86.73072167,87.16524113,87.60501171,88.04710977,88.49359661,88.93701045,54.78374615,55.0966123,56.02827841,56.85303087,57.68508506,58.51917737,59.44869751,60.28888221,61.13204595,61.98529827,62.83988013,63.70874554,64.58366746,65.46552017,66.3494825,67.22048034,50.24539007,50.7477601,51.38916952,52.26180804,53.36780076,54.67062192,56.04578798,57.40136559,58.68563242,59.78826472,60.76934527,61.59026261,62.31397696,62.9808289,63.62751761,64.15769516,64.7056303,65.21295803,65.68339385,66.09205057,66.47421039,66.8660583,67.22940349,67.50642005,67.73154307,68.02048703,68.37754606,68.58012782,68.76915587,68.90574853,69.04034059,69.16243926,69.18615977,69.19290826,69.32150252,69.54188646,69.87261748,70.22933357,70.5751577,70.86248739,71.21716374,71.59944886,71.95764688,72.31114595,72.6793322,72.98831088,73.34813065,73.66244197,73.93034904,74.21741074,74.44300566,74.71366641,74.92670453,75.14826908,75.34297995,75.52966717,75.71565922,88.18841632,89.65148825,95.8644909,107.2460616,125.6823415,150.5694477,179.5620447,223.1052275,282.437123,293.0251078,333.1216781,395.9631558,425.230294,462.040916,486.2251094,468.7315985,97,93,89,85,81,77,74,72,70,67,63,61,59,57,55,53,51,49,47,45,43,40,39,36,35,34
"LTU","Lithuania",2.5,4.3,97.44127774,86.03725029,74.32195122,923.2748202,10,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,25.6,26.4,25.1,22.7,21.2,21.1,21.7,22.3,22.5,22.5,22.3,21.9,21.2,20.4,19.7,19.2,18.8,18.2,17.5,16.4,15.1,14.2,14.3,15.2,16.5,17.8,18.2,17,15,13.3,12.3,11.7,11.2,10.7,10.3,9.9,9.5,9.3,9,8.7,8.1,7.4,6.7,6,5.5,5.2,5,5,5,4.7,4.3,93.00520274,93.30094108,93.59667941,93.89241774,94.18815608,94.48389441,94.77963274,95.07537108,95.37110941,95.66684774,95.96258608,96.25832441,96.55406274,96.84980108,97.14553941,97.44127774,68.36299781,69.54128131,70.71956481,71.89784831,73.07613181,74.25441531,75.43269881,76.6109823,77.7892658,78.9675493,80.1458328,81.3241163,82.5023998,83.6806833,84.85896679,86.03725029,69.84731707,70.10268293,69.09536585,70.20439024,71.50902439,71.32512195,71.5202439,71.60390244,71.31365854,70.92853659,70.80439024,71.73536585,71.02463415,71.33219512,71.24414634,70.86731707,70.95804878,70.8095122,70.60463415,70.48219512,70.48219512,70.46073171,70.83682927,70.77780488,70.32,70.50121951,72.08073171,71.93463415,71.76219512,71.42536585,71.16073171,70.36414634,70.23439024,68.9104878,68.5302439,69.00634146,70.10804878,70.90902439,71.2195122,71.57073171,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463,73.91463415,74.51707317,74.32195122,74.32195122,204.3920571,212.2677481,256.5820635,342.4770154,366.8950001,438.5818673,536.164919,704.1667527,936.6004426,864.7145905,805.0558934,925.1071809,897.0225817,959.1506169,1018.934078,923.2748202,29,29,28,29,31,28,26,21,20,18,16,16,14,14,12,12,13,12,11,10,9,11,10,10,10,10
